term;lda_vector
bank;0.66488,-0.11,0.67,0.17,0.68,-0.47,-0.30,0.17,-0.70,-0.55,0.15,0.10,-0.45,-0.33,0.05,1.22,0.55,-0.68,0.03,0.70,1.90,-0.61,-0.83,-0.30,-1.11,-1.55,0.26,0.22,-1.03,-0.31,3.50,-0.25,1.01,0.65,-0.18,-0.75,-0.30,-0.91,1.06,-0.66,-0.37,-0.29,0.65,-0.44,-0.07,-1.05,-0.60,0.73,1.01,-0.27
use;0.36404,-0.16,0.28,-0.17,-0.42,0.43,-0.23,-0.89,0.06,0.37,0.41,0.72,0.72,-0.08,-0.18,0.58,-0.05,0.19,-0.02,-1.20,0.47,-0.53,0.17,0.05,-0.19,-1.74,-0.19,-0.44,0.85,-0.51,3.74,-0.09,-1.11,-0.73,0.36,0.62,0.35,0.14,-0.42,0.16,0.74,0.14,0.41,0.80,0.58,0.10,0.11,0.40,-0.08,0.04
members;0.49879,0.14,0.39,-0.41,0.79,0.17,-0.42,0.06,-0.56,-0.94,0.07,-0.22,0.08,0.61,0.14,-0.45,0.03,0.17,0.20,-0.68,0.06,0.30,0.86,0.44,-0.90,-1.33,-0.01,-1.02,-1.58,-0.14,3.39,0.45,-0.87,-0.63,-0.04,-0.36,0.28,-0.99,-0.34,0.27,-0.66,-0.23,-0.02,0.31,0.21,-0.24,-1.49,0.08,-0.77,-0.26
sunday;0.30272,0.47,0.01,0.75,0.10,-0.97,-1.10,1.03,-0.43,-0.81,-0.71,-1.50,-0.71,0.20,0.83,-0.03,-0.63,-0.73,-1.28,0.11,0.04,0.76,0.36,0.02,0.12,-1.60,0.46,0.57,-0.40,0.12,3.22,0.80,-0.81,0.08,-0.19,-0.19,0.71,0.06,-0.12,0.09,-0.09,0.33,-0.47,-0.58,0.49,0.67,-0.57,0.59,0.42,-0.51
times;-0.39921,0.63,0.34,-0.14,-0.11,-0.48,-0.87,-0.19,-0.42,-0.23,-0.50,-0.09,-0.30,-0.14,1.22,-0.11,-0.59,-0.48,-0.98,0.03,0.17,0.26,0.96,0.25,0.44,-1.48,-0.47,0.04,0.15,0.23,3.33,-0.10,0.85,-0.29,-0.14,-0.37,0.09,0.30,-0.03,0.12,0.01,0.43,0.44,0.58,-0.39,0.21,-0.13,-0.01,-0.19,0.24
economic;-0.00023945,0.39,-0.16,-0.03,-0.06,-0.51,0.19,-0.93,-0.10,0.09,-0.06,0.01,-0.72,0.29,-0.09,0.31,0.45,-0.85,0.73,0.18,0.37,-0.67,-0.67,-1.18,0.52,-1.34,-0.10,-0.13,0.01,1.69,4.14,0.87,0.35,-0.90,-1.09,-0.59,-1.41,0.19,0.12,-0.07,-1.98,-0.17,0.53,-0.67,0.27,0.18,0.09,1.24,0.83,0.02
best;-0.91572,0.60,-0.31,0.28,0.54,-3.9229e-03,-0.94,-0.30,0.07,0.82,-0.16,0.41,-0.48,0.61,0.70,-0.60,0.89,0.11,-0.77,-0.52,-0.10,0.38,0.27,0.37,0.49,-1.14,-1.15,-0.72,-0.03,-0.45,3.34,0.56,8.8944e-04,-0.20,0.53,0.28,-0.08,0.97,-0.35,-1.08,-0.05,0.30,4.7155e-03,-0.25,-0.35,0.26,0.19,-0.05,0.07,0.76
business;0.023693,0.13,0.02,0.49,0.02,-0.43,-1.13,-0.82,0.22,-0.03,-0.06,0.39,-0.58,0.09,-0.02,0.23,-0.42,0.65,0.57,-0.51,1.82,0.12,-0.61,0.39,-0.35,-1.67,-0.45,-0.47,0.19,0.35,3.60,0.32,0.47,-0.33,-0.46,-0.51,-1.37,0.70,0.46,-0.16,-0.09,-0.28,0.30,0.50,0.08,-0.01,-0.51,0.34,0.24,0.82
west;-0.050383,0.48,-0.08,-0.19,-0.16,-0.36,-0.83,0.43,0.37,-0.78,-0.79,-0.79,-0.36,-0.72,-1.05,0.52,1.23,-0.11,-1.00,0.81,0.26,0.30,-0.15,0.94,-0.36,-1.70,0.40,0.31,0.03,-0.35,3.25,-0.35,0.44,-0.16,0.57,-0.29,-0.13,-0.58,-0.32,0.09,-0.37,0.33,0.25,-0.89,-0.71,1.08,-0.30,-0.63,-0.41,-0.40
law;-1.2328,-0.11,-0.77,-0.50,-0.06,0.69,0.18,-0.76,5.4416e-03,-0.36,-0.16,0.59,-0.14,-0.33,0.22,1.5343e-03,-0.01,-0.59,0.62,0.08,0.72,0.31,-0.49,-0.14,-0.52,-2.93,0.13,-1.05,-0.25,-0.27,2.83,-0.80,-1.24,-1.38,-0.05,-0.48,0.17,-0.22,0.52,0.47,-0.55,0.25,1.03,1.04,-0.95,-0.03,-0.43,0.10,0.20,0.36
women;-0.95897,0.86,-0.53,-0.19,0.42,0.93,0.06,-0.21,0.39,-0.53,0.42,-1.33,-0.03,-0.15,0.94,-0.21,-0.15,0.08,-0.05,-0.55,-0.53,1.24,0.63,0.79,9.7936e-03,-1.71,-0.77,-1.00,-0.69,-0.50,3.05,1.49,-0.32,-0.53,-0.21,-0.14,-0.02,0.58,-0.56,-0.55,-0.60,-0.57,1.33,0.67,1.06,-0.41,-0.44,-1.01,-0.35,-0.31
power;0.045752,0.06,1.19,0.38,-0.16,0.36,0.51,0.04,-0.42,0.69,0.31,0.28,-0.45,0.12,-0.69,0.57,0.20,0.74,-0.02,-0.61,0.26,-0.39,-0.37,-0.69,-0.05,-1.96,0.09,-0.52,0.87,0.88,3.54,0.39,-0.74,-0.49,-0.01,0.23,-0.44,0.04,-0.02,0.18,-0.24,0.45,-0.62,0.13,-1.08,0.79,-0.73,-0.45,-0.30,-0.73
service;0.13409,0.68,0.45,0.05,-0.30,-0.58,-1.12,-0.03,1.03,-1.39,0.18,0.38,0.27,-0.13,-0.19,-0.40,-1.59,0.33,-0.03,-0.10,1.02,-0.03,-0.58,0.51,-0.12,-1.63,0.04,-0.71,0.23,0.34,3.55,0.38,0.08,-0.49,-0.24,0.24,0.59,-0.37,-0.23,0.29,0.93,-0.24,0.24,0.23,-0.62,-0.16,-0.40,0.29,-6.097e-03,0.94
children;0.53888,0.50,-0.04,-1.36,0.67,1.41,-0.85,-0.66,0.45,-0.15,-0.03,-0.20,0.54,-0.64,1.22,-0.26,-0.45,0.27,0.38,0.14,2.6343e-03,1.70,0.56,0.60,0.43,-1.17,-0.45,-0.98,0.19,-0.64,3.10,1.08,-0.17,-0.81,0.28,0.65,0.38,-0.27,0.62,-0.05,-0.64,0.10,0.79,0.10,0.66,-0.06,-0.63,-1.24,-0.03,0.18
system;0.33811,-0.23,0.77,0.20,-0.96,0.21,0.06,-0.79,0.35,-0.18,0.80,0.66,6.2125e-03,0.41,-0.83,0.39,-0.57,0.69,0.26,-0.26,-0.11,-0.85,-0.82,-0.01,0.10,-1.80,-0.11,-0.26,0.31,0.17,4.06,-0.36,-0.42,-1.08,-0.20,0.49,0.46,-0.12,0.23,-0.09,0.01,-0.37,0.06,1.06,-1.02,0.30,0.33,0.23,0.40,0.11
john;-0.061106,0.92,-0.02,-0.82,0.35,0.51,-1.73,-0.07,-0.52,-0.91,-0.89,1.34,-0.52,-0.68,-6.1652e-05,-0.22,0.03,-0.80,-1.03,-0.33,-0.26,0.21,-0.16,-0.63,0.05,-1.82,-0.19,-0.90,-0.70,0.55,1.70,-0.75,5.5337e-03,-0.61,0.54,-0.41,0.29,-0.24,0.29,-0.41,0.55,1.16,-1.06,-0.23,0.28,0.72,-0.59,-0.92,-0.82,1.06
support;0.36274,-0.03,0.73,-0.41,0.17,0.28,-0.24,-0.26,-0.05,-0.04,0.07,-0.10,0.24,-0.27,-1.02,-0.14,0.15,-0.31,0.71,-0.42,-0.04,0.10,-0.25,-0.61,-0.10,-1.73,0.38,-0.72,-0.46,0.56,3.77,0.75,-0.99,-0.73,-0.32,-0.23,-0.12,-0.16,-0.79,-0.63,0.20,-0.03,-0.36,-0.38,-0.12,0.01,-0.89,0.51,-0.29,0.06
office;0.25481,0.05,0.32,0.21,0.48,-0.75,-0.78,-0.29,0.02,-1.29,-0.69,-0.33,-0.36,-1.1398e-03,0.51,0.27,-0.86,0.07,0.62,-0.04,1.06,0.24,-0.53,-0.31,-0.74,-2.10,0.02,0.43,-0.68,0.19,2.87,-0.25,-0.56,-1.11,-0.29,0.29,0.40,0.21,0.64,-0.18,-0.28,0.59,-0.27,-4.9195e-03,-0.73,-0.15,-0.99,-0.04,0.72,0.41
washington;-0.5102,1.03,0.10,9.7878e-04,-0.06,-0.49,-1.25,0.06,-0.09,-0.68,-1.21,-0.13,-0.37,0.09,-0.06,0.22,-0.10,-0.70,0.09,0.47,0.66,0.34,3.3139e-03,-0.26,-0.29,-2.59,0.52,0.22,0.25,-0.49,2.39,-4.2369e-03,-0.26,-1.29,-0.33,-0.66,-0.55,-2.1881e-03,-0.01,0.11,-0.40,0.33,0.56,-0.56,0.17,1.01,-0.51,0.72,-0.77,0.69
european;-0.0080185,0.41,-0.68,0.01,-0.33,0.16,-0.65,-0.47,-0.33,-0.48,1.22,0.04,-0.60,0.96,0.61,0.33,0.89,-0.61,-0.56,-0.71,0.39,-0.58,-0.62,0.35,-0.33,-1.33,-0.03,-0.25,-1.22,0.97,3.45,0.67,-0.27,0.01,-0.74,-0.76,-0.32,0.53,-0.85,-0.67,0.10,-0.40,1.60,-0.51,0.26,0.78,-0.33,1.06,-0.04,-0.90
league;-1.5476,0.94,-0.90,0.72,-0.06,-0.27,-1.30,0.72,-0.94,-0.24,0.46,0.16,-1.36,0.13,0.40,-0.68,0.83,-0.02,-1.40,0.77,-1.13,-0.73,0.29,0.65,-1.46,-1.37,0.62,-0.34,-0.36,-0.27,2.98,1.31,-0.11,-0.15,0.42,0.44,0.43,0.27,-0.36,-0.73,-0.40,-0.74,-0.71,0.30,-0.82,0.87,-0.80,0.99,0.24,-0.46
without;0.28797,-0.02,-0.08,-0.44,0.23,0.34,-0.30,0.40,0.11,0.23,0.17,0.33,-0.50,0.01,0.68,0.27,-5.0638e-03,-0.59,0.08,-0.65,0.03,0.41,0.26,-0.20,0.13,-1.71,0.24,0.18,1.08,-0.29,3.63,0.49,-0.57,-0.62,-1.7535e-03,0.36,0.50,0.25,-0.12,-0.05,0.12,0.03,0.21,0.68,-0.38,-0.14,-0.25,0.30,0.07,-0.21
british;-0.25236,-0.02,-0.52,-0.47,-0.01,0.49,-1.14,0.22,0.10,-1.18,0.45,0.34,-0.15,0.26,-6.8722e-04,0.11,0.35,-0.03,-1.45,-0.12,1.18,0.82,-0.39,0.25,-0.26,-1.98,-0.80,-0.90,-0.53,1.45,2.72,-0.62,-0.04,0.17,0.36,-0.18,-0.08,-0.59,-1.01,-0.75,0.74,0.10,1.03,-0.67,0.44,0.09,-0.98,0.05,-0.13,-0.39
white;-0.68652,0.80,-0.61,-0.15,0.99,0.81,-1.20,-1.02,-0.94,-1.26,-0.68,-0.12,0.61,0.04,-0.10,0.12,-0.17,-0.45,-0.37,-1.40,-0.42,0.31,0.61,-0.76,-0.75,-1.56,-0.14,1.20,0.36,-0.49,2.61,-0.37,-0.80,-0.56,0.02,-0.20,-0.36,-0.51,-0.23,-0.72,-0.08,0.47,-0.03,-0.04,0.85,-0.25,-0.48,-0.79,-0.12,-0.09
history;-0.82643,1.09,-1.10,0.07,0.15,0.18,-0.93,-0.19,0.02,-0.08,-0.36,-0.05,-0.55,3.0452e-03,0.76,-0.73,-0.08,0.06,-0.64,0.88,-0.33,7.1404e-03,-0.58,-0.01,0.49,-2.08,-1.68,-0.63,0.13,0.21,2.85,-0.43,0.14,-0.81,-0.10,0.38,-0.70,0.67,-0.09,-0.16,-0.64,-0.31,0.18,0.76,-0.62,0.77,0.38,0.45,-0.37,-0.65
trade;-0.73235,0.02,-0.70,0.74,0.36,-0.34,-0.99,-1.18,0.22,-0.02,0.15,0.43,-0.36,0.50,0.48,0.10,0.30,-1.08,0.46,-0.06,1.03,-0.66,-0.52,-0.70,-0.24,-1.31,1.21,0.04,0.61,0.12,3.56,0.23,0.04,0.29,-0.89,-0.97,-0.87,0.09,-0.57,0.68,-1.12,-0.13,1.22,-0.46,0.28,0.11,-0.61,1.02,0.20,-0.11
center;0.26664,1.11,-0.07,0.60,0.45,-0.58,-1.14,-0.78,0.92,-0.56,-0.19,-0.93,-0.39,0.53,-0.64,0.15,0.14,0.16,-0.61,0.45,-0.11,0.51,-1.15,-0.29,-0.53,-1.36,0.55,-0.03,-0.36,-0.81,3.07,0.13,-0.06,-1.40,-0.51,0.30,0.21,0.47,1.58,0.94,-0.30,0.34,-0.08,0.06,0.07,0.79,0.10,-0.41,-0.39,0.64
israel;0.062029,0.53,0.54,-0.53,0.47,0.46,0.02,0.68,-0.51,-0.22,-0.07,-1.12,-0.55,0.19,-0.09,1.37,1.25,-1.12,0.39,1.54,0.63,0.56,-0.30,-0.31,-0.08,-2.05,0.43,0.03,0.75,-9.8003e-04,2.89,-0.10,-0.91,0.06,-0.62,-0.04,0.75,-0.79,-1.05,0.93,0.05,-0.24,0.38,-1.09,0.72,-0.26,-0.93,1.51,-0.96,-0.19
oil;0.27875,-0.18,0.72,0.41,0.42,-0.48,-0.61,0.11,0.65,0.77,0.47,0.33,0.61,0.19,0.15,0.43,0.72,0.11,-0.54,-0.74,1.31,-0.84,0.82,-1.50,-0.66,-1.44,0.45,0.91,1.47,1.40,3.21,-0.59,-0.05,0.81,-0.03,-0.46,-1.78,0.32,1.09,0.31,-0.22,0.47,0.88,-1.06,0.19,0.55,-1.09,0.94,-0.05,-0.83
film;0.06912,0.22,-0.66,-0.14,0.06,0.41,-0.21,-1.04,0.02,1.33,-0.08,0.66,-0.45,0.95,1.31,-0.62,0.56,0.65,-1.23,0.29,1.23,0.80,0.40,0.39,0.57,-1.36,-1.67,0.06,-0.59,-0.63,2.58,-0.56,0.46,-0.92,-0.44,0.42,0.17,-0.01,-0.75,-0.97,0.02,1.22,-0.17,-1.57,-0.95,-0.10,0.24,-0.93,-0.20,0.67
east;0.2081,0.81,-0.11,0.03,-0.01,-0.69,-0.59,0.26,0.10,-1.14,-0.64,-0.80,-0.21,-0.61,-1.00,0.48,1.01,0.26,-0.82,0.96,0.30,-0.08,-0.29,0.78,0.02,-1.63,0.44,0.32,-0.18,-0.13,3.26,-0.27,0.34,-0.41,0.25,-0.55,-0.61,-0.38,-0.46,0.52,-0.71,-0.08,0.49,-0.99,-0.65,1.07,-0.13,-0.45,-0.30,-0.59
central;0.29936,0.23,-0.12,0.15,0.10,-1.04,0.01,-0.07,-0.05,-0.83,-0.03,-1.00,0.35,-0.38,-0.66,0.47,0.07,0.33,-0.11,0.72,0.30,-0.93,-0.44,0.40,-0.52,-1.75,0.25,0.76,-0.97,-0.18,3.84,-0.21,0.51,-0.71,-0.35,0.02,-0.39,-0.22,0.19,0.20,-0.69,0.43,0.01,-0.98,-0.32,0.68,-0.11,2.419e-03,0.50,-0.65
air;0.62431,-0.23,0.21,-0.21,-0.45,-1.02,-0.19,0.13,0.92,-0.83,0.88,0.06,0.16,0.96,-0.93,0.31,-0.63,0.69,-1.90,-0.87,0.47,0.36,0.16,-0.63,-0.58,-1.83,-0.12,0.83,0.98,0.78,3.04,0.54,-0.52,-0.31,0.21,0.03,0.40,-0.27,-0.28,0.76,0.42,0.75,0.61,-0.71,-0.23,0.36,-0.24,-0.18,-0.89,0.77
chinese;-0.51742,0.40,-0.35,0.78,0.33,-0.79,-0.09,-0.19,-0.25,-0.04,0.64,0.05,1.15,0.49,0.17,-0.38,-0.74,0.60,0.10,-0.09,0.86,-0.22,1.7747e-03,-0.50,1.14,-2.20,-0.48,-0.93,-0.94,-0.32,3.65,0.36,0.02,0.29,-0.32,0.04,-0.63,0.41,-1.20,0.34,-0.76,-0.28,1.32,-0.16,1.76,-0.46,-0.71,0.29,0.49,-1.13
town;0.70336,0.30,-0.63,-0.41,0.23,-0.43,-1.16,0.47,-0.51,-0.79,-0.61,-1.68,0.53,-1.69,-0.21,0.34,0.81,0.88,-0.83,0.75,0.30,0.51,-0.47,1.19,-0.26,-1.43,-0.30,0.87,0.43,-0.39,2.90,-0.25,-6.9049e-03,-0.20,0.97,0.31,-0.27,-0.27,0.35,0.55,-0.22,0.50,-0.16,-0.78,-0.70,0.09,-0.65,-0.79,0.48,-0.78
leader;-0.1567,0.26,0.78,0.65,1.20,0.35,-0.34,0.31,-1.15,-0.16,0.15,-0.53,-1.34,0.51,-0.46,-0.19,0.27,-0.26,0.25,0.33,-1.04,0.52,-0.35,-0.19,-0.08,-2.33,0.12,-0.94,-1.02,1.35,2.55,-0.16,-1.72,0.32,-0.30,-0.63,-0.22,-0.15,-0.43,0.05,-0.09,0.75,-1.31,-0.75,0.82,0.05,-1.48,-0.11,0.27,-0.48
army;0.33636,-1.12,0.46,-0.78,0.77,-0.91,-0.19,0.81,-0.58,-2.25,0.29,-0.41,-0.57,-0.61,-0.73,-0.59,-0.25,0.29,-0.63,0.43,-0.43,0.10,-0.12,-0.59,-0.88,-2.25,-0.60,-0.97,0.13,0.68,3.03,-0.52,-1.21,-0.27,0.45,1.35,9.8659e-03,-0.68,-0.63,0.52,0.13,0.18,-0.02,-1.00,0.55,-0.77,-0.45,-0.05,-0.88,-0.11
forces; 1.0204,-1.33,0.63,-0.48,0.40,-0.85,0.56,0.68,-0.76,-1.55,0.49,-0.54,-0.73,-0.32,-1.05,-0.06,0.37,-0.10,-0.58,0.11,-0.26,0.11,0.36,-0.62,-0.70,-1.78,-0.29,-0.75,0.66,0.83,3.51,-0.02,-1.22,-0.68,-0.12,0.88,-0.63,-0.77,-1.22,0.73,0.03,0.30,0.29,-1.07,0.32,-0.82,-0.50,0.01,-0.81,-0.47
de;0.85051,1.08,-1.42,0.21,-0.73,-1.75,-0.34,0.72,-0.87,0.73,0.86,0.65,-0.81,-1.34,0.18,-1.81,0.26,-0.81,-0.47,-0.84,-0.91,0.18,4.6674e-05,0.39,-0.93,-0.26,-0.82,0.11,-0.19,0.49,2.53,-1.09,-1.53,-0.12,-0.06,-1.15,0.05,0.40,0.84,0.62,1.07,0.01,1.06,-1.63,-1.11,-0.86,-0.92,-1.72,1.64,0.83
half;0.27931,-0.28,0.41,-0.62,0.75,0.14,-0.93,-0.01,-0.24,0.27,-0.11,-0.71,-0.25,-0.27,0.67,-0.31,0.39,-0.66,-1.24,-0.28,-0.25,-0.13,0.29,-0.23,-0.22,-1.06,0.54,0.19,0.13,-0.08,3.62,0.75,0.25,0.72,0.27,0.21,-0.13,0.85,0.71,-0.59,-0.01,0.43,1.2805e-03,-0.03,-0.55,0.47,0.09,-0.10,-0.06,-0.47
federal;-0.042333,-0.77,0.49,-0.30,-0.06,0.10,-0.32,-0.14,0.42,-0.79,-0.60,-9.9037e-03,0.29,-0.04,0.31,-0.09,-0.42,-0.53,0.48,-0.48,0.87,-0.69,-0.42,-0.61,-1.33,-2.64,0.46,-0.04,-0.40,0.05,2.98,-0.62,-0.64,-1.37,-0.02,-0.38,0.07,-0.47,0.91,-0.34,-1.01,0.53,0.91,0.60,-1.12,-0.30,-0.66,0.64,0.43,0.56
peace;0.57799,0.99,-0.53,-0.50,0.78,-0.12,-0.22,0.30,-0.06,-0.15,-0.23,-0.30,-1.25,0.01,-0.01,0.37,1.36,-0.64,1.13,0.35,0.13,1.23,-0.18,-0.76,0.43,-1.06,0.13,-0.29,0.24,0.48,3.32,0.11,-2.42,-0.26,-0.41,-0.63,-0.29,-0.74,-0.78,0.21,-0.97,-1.09,-0.37,-1.48,-0.08,0.31,-0.38,0.74,-0.95,-0.92
the;0.418,0.24,-0.41,0.12,0.34,-0.04,-0.49,-0.17,-6.6023e-04,-0.65,0.27,-0.14,-0.55,0.14,-9.5095e-03,0.01,0.10,-0.12,-0.84,-0.12,-0.01,-0.33,-0.15,-0.23,-0.19,-1.88,-0.76,0.09,-0.42,-0.19,4.00,-0.18,-0.52,-0.31,5.9213e-04,7.4449e-03,0.17,-0.15,0.01,-0.05,-0.29,-0.15,-0.34,-0.04,-0.44,0.18,2.7849e-03,-0.18,-0.11,-0.78
of;0.70853,0.57,-0.47,0.18,0.54,0.72,0.18,-0.52,0.10,-0.17,0.07,-0.36,-0.11,-0.83,0.11,-0.16,0.06,-0.01,-0.56,0.01,0.22,-0.14,-0.06,-0.38,-0.23,-1.70,-0.86,-0.26,-0.25,0.17,3.86,-0.16,-0.13,-0.68,0.18,5.2464e-03,-0.33,-0.07,0.24,0.36,-0.34,0.28,0.07,-0.06,-0.38,0.22,-0.21,-0.22,-0.09,-0.80
to;0.68047,-0.03,0.30,-0.17,0.42,0.03,-0.41,0.13,-0.29,-0.08,0.17,0.22,-0.10,-0.43,0.33,0.67,0.05,-0.34,-0.42,-0.43,0.55,0.10,0.18,-0.26,0.03,-2.09,0.22,-0.39,0.20,-0.55,3.88,0.47,-0.95,-0.37,0.20,-0.32,0.12,0.08,0.16,-0.21,-0.09,0.01,0.21,-0.03,-0.19,0.08,-0.09,-0.07,-0.06,-0.26
in;0.33042,0.24,-0.60,0.10,0.03,0.15,-0.55,-0.07,-0.09,-0.32,0.09,-0.82,-0.36,-0.67,0.42,0.01,-0.23,0.12,-1.09,0.43,0.57,-0.10,0.20,0.07,-0.42,-1.79,-0.27,0.11,-0.12,0.03,3.86,-0.17,-0.08,-0.62,0.26,-0.05,-0.07,0.46,0.30,0.12,-0.48,-8.0272e-03,0.03,-0.36,-0.42,0.42,-0.11,-0.50,-0.02,-0.53
a;0.21705,0.46,-0.46,0.10,1.01,0.74,-0.53,-0.26,0.16,0.13,-0.24,-0.44,-0.21,0.51,0.13,-0.43,-0.03,0.20,-0.78,-0.20,-0.09,0.16,-0.61,-0.18,-0.12,-2.25,-0.22,0.50,0.32,0.15,3.96,-0.71,-0.67,0.28,0.21,0.14,0.25,0.23,0.42,-0.44,0.13,0.36,-0.64,0.02,-0.03,-0.26,0.12,-0.04,0.41,0.17
for;0.15272,0.36,-0.22,0.06,0.13,0.37,-0.75,-0.44,0.22,0.10,0.05,0.13,-0.43,-0.21,0.56,-0.21,0.07,0.10,-0.51,-0.40,0.40,0.23,0.20,-0.12,-0.50,-1.71,0.07,-0.39,-0.10,-0.23,3.95,0.66,-0.61,-0.32,0.37,0.25,0.38,0.27,0.04,-0.34,0.02,0.21,0.04,0.14,-0.20,0.07,-0.36,0.43,-0.08,0.12
on;0.30045,0.25,-0.16,0.19,0.02,-0.07,-0.91,-0.19,-0.05,-0.40,-0.26,-0.28,-0.50,0.12,0.39,0.17,-0.44,-0.40,-0.95,-0.16,0.77,0.33,0.33,-0.17,-0.12,-1.78,0.29,0.55,0.02,-0.32,3.92,0.10,-0.57,-0.17,4.1748e-03,-0.16,0.45,-0.16,-0.17,-0.08,-0.08,0.06,-0.19,-0.38,-0.18,0.06,0.09,-0.07,0.23,-0.51
is;0.6185,0.64,-0.46,0.37,0.74,0.53,2.2239e-03,-0.60,0.26,0.11,0.43,0.20,-0.05,-0.34,0.21,0.58,0.53,0.69,-0.15,0.05,-0.60,-0.28,-0.02,0.55,0.25,-1.96,-0.51,0.69,0.06,-0.05,3.78,-0.77,-0.12,-0.51,0.06,-0.32,0.13,0.19,0.13,-0.21,-0.01,0.31,-0.33,-0.02,-0.38,0.19,-0.12,-0.27,0.30,0.48
force;0.735,-1.13,0.34,-0.54,0.69,-0.41,0.37,0.29,0.18,-1.24,0.59,-0.17,-0.36,0.17,-0.86,-0.29,0.32,0.29,-1.10,-0.61,-0.36,0.02,-0.52,-0.77,-0.70,-1.90,0.21,-0.68,0.28,0.81,3.33,0.07,-1.29,-0.69,0.07,0.10,-0.02,-0.86,-0.56,5.0142e-03,-0.13,0.32,0.55,-0.83,-0.28,-0.04,-0.15,0.30,-0.99,0.78
great;-0.026567,1.33,-1.02,-0.37,0.52,-0.12,-0.35,0.37,-0.29,0.09,-0.03,0.92,-0.14,-0.63,0.02,-0.21,0.96,0.47,-1.00,-0.24,-0.36,-4.757e-03,-0.51,-0.46,1.24,-1.83,-1.55,-0.37,0.53,0.20,3.22,0.64,0.37,-0.17,-0.02,0.33,-0.41,0.40,-0.11,0.05,-0.15,0.29,-0.44,0.11,-0.24,0.66,-0.26,-0.49,-0.41,-0.25
union;-0.50265,0.10,-0.48,-0.43,-0.34,0.19,-0.61,0.23,-0.54,-1.29,0.84,-0.10,-0.49,0.06,-0.15,-0.11,0.46,0.23,0.05,-0.79,0.21,-0.36,-0.68,0.23,-0.87,-1.75,0.33,-0.31,-0.93,0.69,3.15,0.23,-1.13,-0.02,-1.02,-0.94,-0.17,-0.69,0.28,0.25,-0.23,-0.42,0.51,-0.50,-0.33,0.41,-1.20,0.75,-0.58,-0.32
small; 1.1419,0.21,0.05,-0.22,0.72,0.55,-0.85,-0.27,0.07,-0.54,-0.16,-0.39,0.94,0.31,-0.57,6.172e-03,0.51,0.59,-0.54,-1.10,0.13,-0.66,-0.16,0.44,-0.42,-1.12,-0.43,0.55,0.39,-0.25,3.85,-0.33,0.38,0.05,0.19,0.50,-0.41,0.16,0.15,-0.06,-6.3997e-03,0.18,-0.03,0.29,0.46,6.6039e-03,-0.30,-0.64,-0.05,-0.45
department;-0.35008,-0.62,-0.61,0.28,0.08,-0.73,-0.73,-0.47,0.99,-1.61,0.17,-0.28,0.07,-0.86,0.27,-0.12,-0.72,0.09,0.53,-0.05,1.03,-0.11,-0.20,-0.38,-0.98,-2.17,-0.25,0.22,-0.88,-0.44,3.05,-0.63,0.02,-1.55,-0.16,0.07,-0.32,0.34,1.21,0.36,-0.30,0.47,0.92,-0.76,-0.20,-0.13,-0.07,1.00,0.20,1.11
every;-0.10258,0.34,0.07,-0.40,1.06,-0.12,-0.41,-0.27,0.16,-0.18,-0.18,-0.63,0.27,-0.04,1.16,0.07,0.12,0.61,-0.70,-0.50,0.17,0.27,0.50,0.36,0.65,-1.43,-0.66,0.24,0.73,-0.47,3.57,0.71,-0.49,-0.18,-0.27,7.9214e-03,0.68,-0.04,0.02,-0.16,-0.23,-0.15,-0.34,0.73,-0.44,-0.22,-0.05,0.04,-0.14,0.40
health;0.31161,0.33,0.03,-0.30,-0.43,0.34,-0.68,-0.83,1.47,-0.52,0.13,-0.06,0.40,-0.35,0.20,0.16,-0.56,-0.13,1.14,0.15,-0.23,0.60,-0.13,-0.37,-0.03,-1.64,-0.10,-0.73,-0.62,0.88,3.39,0.88,-0.20,-1.12,-0.36,0.08,0.05,0.39,1.60,0.03,-0.91,0.07,0.67,0.64,0.74,0.56,-1.00,0.81,0.85,1.04
japan;-0.31739,-0.14,0.32,1.07,0.33,0.39,-0.01,0.07,-0.74,-0.31,1.00,-0.12,0.06,0.64,0.70,0.84,-0.68,0.47,-0.66,0.73,1.11,-0.89,-0.90,-0.47,0.88,-2.01,0.30,-0.31,-0.44,-0.52,3.02,0.70,0.92,0.52,-0.62,-0.58,-0.15,-0.07,-1.07,-0.71,-1.27,-0.85,1.28,-1.21,1.01,0.40,-0.16,0.99,0.03,-0.35
head;-0.28054,0.30,-0.20,0.02,1.12,-0.16,-0.34,-0.15,-0.10,-1.38,0.50,0.34,-1.11,0.75,-0.06,0.26,-0.01,0.40,-0.40,-0.31,-0.55,0.19,0.16,-0.52,-0.45,-2.13,0.01,0.78,-1.06,-9.8552e-03,2.70,0.13,-0.18,0.04,-0.54,0.44,-0.13,0.29,1.10,0.18,-0.40,0.95,-0.59,-0.22,0.52,-0.30,-0.33,-0.20,0.01,-0.15
cup;-0.79369,0.93,-1.00,1.50,-0.06,0.04,-0.50,0.78,-0.16,-0.70,0.35,0.10,-1.48,-0.23,1.61,0.07,0.83,0.33,-2.01,-0.81,-0.33,-0.62,1.29,0.50,-0.60,-0.92,1.735e-03,0.44,-0.25,0.22,2.41,1.40,-0.73,1.21,0.18,0.32,-0.04,1.78,-0.15,-1.81,0.52,-0.61,-0.08,-0.70,0.23,1.88,-0.05,0.18,0.22,-1.11
